Verein;Name;Pos;Spec;PosSpec;Age;Age group;cm;kg;BMI;BMI Zone;Apps;Rt;Tackle;I;F;OW;Clr;Drb;BS;OG;G;A;SpG;KP;Drb;F;Off;Dis;Trn;A;KP;Avg P;PS%;C;LB;TB
Mainz;Yunus Malli;AM;C;AM(C);21;bis 26;179;70;21.84700852;normal;7(7);6.54;1.3;0.8;0.4;0.1;0.3;0.6;0.1;-;1;-;0.9;0.3;1.2;1.1;-;1.4;0.6;-;0.3;24.5;83.4;-;1.9;0.1
Gladbach;Igor de Camargo;FW;;FW;30;bis 30;187;83;23.73530842;normal;7(7);6.42;0.5;0.2;1.1;0.1;0.4;0.5;-;-;2;-;1.1;0.4;0.5;1.6;0.5;1;0.9;-;0.4;13.3;56.5;0.1;0.2;-
Schalke;Raffael;AM;C;AM(C);28;bis 30;174;69;22.79032897;normal;7(9);7.05;2;0.8;0.6;-;0.1;1.3;0.1;-;2;5;1.7;1.5;1.8;1.3;0.1;1.2;0.8;5;1.5;24.4;83.1;0.4;1;0.3
Hoffenheim;Sven Schipplock;FW;;FW;24;bis 26;186;82;23.7021621;normal;7(9);6.61;0.9;0.4;1.4;-;-;0.5;-;-;5;1;1.3;0.7;0.5;0.5;0.6;0.9;1.2;1;0.7;7.9;60.3;0.3;0.1;-
Schalke;Raffael;FW;;FW;28;bis 30;174;69;22.79032897;normal;7(9);7.05;2;0.8;0.6;-;0.1;1.3;0.1;-;2;5;1.7;1.5;1.8;1.3;0.1;1.2;0.8;5;1.5;24.4;83.1;0.4;1;0.3
Hamburg;Maximilian Beister;M;;M;22;bis 26;180;81;25;normal;8(15);6.5;0.7;0.6;1;0.1;0.2;0.3;-;-;3;1;1.8;0.5;0.7;0.8;0.2;0.8;0.9;1;0.5;9.4;67.6;0.5;0.3;-
Dortmund;Moritz Leitner;M;C;M(C);20;bis 20;176;66;21.30681818;normal;8(17);6.39;1.2;0.5;0.8;-;0.2;0.9;0.1;-;-;2;0.5;0.6;0.5;1.2;-;0.9;0.7;2;0.6;24.1;83.3;0.2;1.7;0.2
Schalke;Ibrahim Afellay;AM;L;AM(L);27;bis 30;180;76;23.45679012;normal;8(2);7.17;0.9;0.5;0.4;-;0.1;0.2;-;-;2;-;2;0.6;2.9;1.6;0.4;1.6;0.4;-;0.6;30.1;90;0.6;2.6;0.1
Stuttgart;Alexandru Maxim;AM;C;AM(C);23;bis 26;177;73;23.30109483;normal;8(3);7.11;1.8;1;0.7;-;0.3;1;0.1;-;1;1;1.1;2.4;1.3;1.4;0.3;1.5;1.7;1;2.4;27.5;84.2;2.1;1.3;-
Wolfsburg;Robin Knoche;M;;M;21;bis 26;190;77;21.32963989;normal;8(3);6.64;2.3;2.3;0.7;0.5;4.3;0.7;0.5;-;-;-;0.1;0.3;0.5;0.4;-;0.9;0.6;-;0.3;31.3;79.1;-;3.2;0.1
Hoffenheim;Patrick Ochs;M;C;M(C);29;bis 30;179;74;23.09540901;normal;8(4);6.51;1.8;1;1.7;-;2;0.7;0.1;-;-;-;0.3;1.1;0.9;0.7;0.3;0.8;0.3;-;1.1;24.8;75.8;0.3;2.8;0.1
Hoffenheim;Patrick Ochs;D;R;D(R);29;bis 30;179;74;23.09540901;normal;8(4);6.51;1.8;1;1.7;-;2;0.7;0.1;-;-;-;0.3;1.1;0.9;0.7;0.3;0.8;0.3;-;1.1;24.8;75.8;0.3;2.8;0.1
Hoffenheim;Patrick Ochs;M;R;M(R);29;bis 30;179;74;23.09540901;normal;8(4);6.51;1.8;1;1.7;-;2;0.7;0.1;-;-;-;0.3;1.1;0.9;0.7;0.3;0.8;0.3;-;1.1;24.8;75.8;0.3;2.8;0.1
Hannover;Hiroki Sakai;D;R;D(R);23;bis 26;184;77;22.74338374;normal;8(5);6.44;1.2;1.2;1;0.4;1.4;1;0.2;-;-;-;0.1;0.3;1.1;0.9;-;1;0.5;-;0.3;21.1;73;0.3;0.9;0.1
Schalke;Ciprian Marica;FW;;FW;27;bis 30;185;80;23.37472608;normal;8(5);6.66;0.4;0.4;1.1;-;0.4;0.5;-;-;3;1;1.2;0.6;0.8;1.3;0.2;1.6;1.3;1;0.6;13.1;65.3;0.1;0.2;-
Augsburg;Knowledge Musona;AM;R;AM(R);23;bis 26;174;68;22.46003435;normal;8(6);6.5;1.5;0.9;1.2;-;0.1;1;-;-;-;1;1.5;0.9;1.2;0.5;0.9;1.2;0.6;1;0.9;16.7;79.9;0.4;0.5;0.2
Nürnberg;Marvin Plattenhardt;D;L;D(L);21;bis 26;181;76;23.19831507;normal;8(6);6.59;1.8;1.1;1.2;0.1;1.4;0.4;0.2;-;1;-;0.4;0.9;0.3;0.5;-;0.7;0.4;-;0.9;22.7;73;0.6;1.4;-
Leverkusen;Daniel Schwaab;D;C;D(C);24;bis 26;186;76;21.96785756;normal;8(8);6.53;1.1;1;1;0.1;2.6;0.3;0.2;1;-;1;0.1;0.3;0.1;0.3;-;0.1;0.1;1;0.3;27.6;85;0.3;2.8;-
Leverkusen;Daniel Schwaab;D;R;D(R);24;bis 26;186;76;21.96785756;normal;8(8);6.53;1.1;1;1;0.1;2.6;0.3;0.2;1;-;1;0.1;0.3;0.1;0.3;-;0.1;0.1;1;0.3;27.6;85;0.3;2.8;-
Schalke;Kyriakos Papadopoulos;D;C;D(C);21;bis 26;183;85;25.38146854;overweight;9(1);7.45;3.7;2.9;1.1;0.7;6;1.5;0.6;-;1;-;1;0.1;0.4;1.7;0.1;0.1;0.2;-;0.1;53.8;89;-;5.4;-
Schalke;Kyriakos Papadopoulos;DM;C;DM(C);21;bis 26;183;85;25.38146854;overweight;9(1);7.45;3.7;2.9;1.1;0.7;6;1.5;0.6;-;1;-;1;0.1;0.4;1.7;0.1;0.1;0.2;-;0.1;53.8;89;-;5.4;-
Nürnberg;Robert Mak;AM;L;AM(L);22;bis 26;179;75;23.40750913;normal;9(10);6.62;0.9;0.6;0.6;0.2;0.3;0.6;-;-;1;2;1.2;0.7;1.9;1.2;0.1;1.5;1.1;2;0.7;12.9;80.9;0.5;0.5;-
Nürnberg;Robert Mak;AM;R;AM(R);22;bis 26;179;75;23.40750913;normal;9(10);6.62;0.9;0.6;0.6;0.2;0.3;0.6;-;-;1;2;1.2;0.7;1.9;1.2;0.1;1.5;1.1;2;0.7;12.9;80.9;0.5;0.5;-
Hamburg;Tomás Rincón;D;R;D(R);25;bis 26;175;75;24.48979592;normal;9(11);6.49;2.1;1.4;1.4;0.1;1.5;1.4;0.2;-;-;-;0.4;0.2;0.3;1.3;-;0.7;0.3;-;0.2;27.2;82.2;-;2.5;-
Hamburg;Tomás Rincón;DM;C;DM(C);25;bis 26;175;75;24.48979592;normal;9(11);6.49;2.1;1.4;1.4;0.1;1.5;1.4;0.2;-;-;-;0.4;0.2;0.3;1.3;-;0.7;0.3;-;0.2;27.2;82.2;-;2.5;-
Bayern;Mario Gomez;FW;;FW;28;bis 30;189;88;24.63536855;normal;9(12);6.9;0.5;0.1;0.6;-;0.6;0.3;-;-;11;1;1.8;0.3;0.3;0.4;0.7;0.8;0.8;1;0.3;7.5;78.3;-;0.2;-
Hannover;Artur Sobiech;FW;;FW;23;bis 26;185;81;23.66691015;normal;9(16);6.54;0.6;0.2;0.8;-;0.2;0.2;-;-;5;2;0.8;0.3;0.3;0.7;0.3;0.9;0.4;2;0.3;9.1;70.2;-;-;-
Augsburg;Gibril Sankoh;D;C;D(C);30;bis 30;187;82;23.44934084;normal;9(2);6.32;1.4;2;0.8;0.5;3.7;0.8;0.4;-;-;-;0.2;0.3;0.3;1.1;-;0.2;0.1;-;0.3;40.3;77.7;-;5.1;-
Hoffenheim;Eugen Polanski;DM;C;DM(C);27;bis 30;183;77;22.99262444;normal;9(2);6.72;3.1;2.2;1.7;0.1;0.6;1.7;0.1;-;-;-;0.6;0.5;1.3;1.5;-;1.4;0.8;-;0.5;31.3;75.6;-;2.7;-
Gladbach;Tolga Cigerci;M;C;M(C);21;bis 26;185;75;21.9138057;normal;9(3);6.73;2.1;1.3;1.4;0.1;0.3;0.9;0.4;-;-;-;1.1;0.8;1.9;0.8;0.3;1.7;2.1;-;0.8;35;84.5;0.3;1.6;0.2
Mainz;Eugen Polanski;DM;C;DM(C);27;bis 30;183;77;22.99262444;normal;9(3);6.76;1.1;1.6;0.9;-;0.8;1.4;0.2;-;-;3;1.2;0.5;1.3;1;0.2;1.3;0.6;3;0.5;30.9;79.8;0.3;1.7;-
Gladbach;Tolga Cigerci;M;R;M(R);21;bis 26;185;75;21.9138057;normal;9(3);6.73;2.1;1.3;1.4;0.1;0.3;0.9;0.4;-;-;-;1.1;0.8;1.9;0.8;0.3;1.7;2.1;-;0.8;35;84.5;0.3;1.6;0.2
Hannover;Sofian Chahed;D;R;D(R);30;bis 30;178;73;23.0400202;normal;9(4);6.52;0.5;1.3;0.4;0.2;2.1;0.4;0.3;-;-;2;0.4;0.9;0.5;0.5;-;1;0.8;2;0.9;30.2;71.5;0.5;1.5;-
Hannover;Sofian Chahed;DM;C;DM(C);30;bis 30;178;73;23.0400202;normal;9(4);6.52;0.5;1.3;0.4;0.2;2.1;0.4;0.3;-;-;2;0.4;0.9;0.5;0.5;-;1;0.8;2;0.9;30.2;71.5;0.5;1.5;-
Stuttgart;Maza;D;C;D(C);31;bis 35;191;84;23.0256846;normal;9(5);6.8;2.1;1.7;0.8;0.4;6.1;0.6;0.5;-;-;-;0.4;-;0.4;0.5;0.1;0.2;0.4;-;-;36.7;85.2;-;4.6;-
Fürth;Thanos Petsos;DM;C;DM(C);22;bis 26;184;80;23.6294896;normal;9(5);6.6;1.6;2.2;1.5;-;1.2;0.9;0.1;-;1;-;1.9;0.8;0.4;0.7;0.1;1.5;0.9;-;0.8;27.9;71.3;0.6;2.1;0.1
Frankfurt;Srdjan Lakic;FW;;FW;29;bis 30;186;85;24.56931437;normal;9(5);6.54;0.4;0.2;1.9;-;0.3;0.5;-;-;4;-;1.3;0.3;0.3;1.2;0.2;1.1;1.1;-;0.3;13.4;72.9;0.1;0.5;-
Dortmund;Nuri Sahin;DM;C;DM(C);24;bis 26;180;72;22.22222222;normal;9(6);7.21;2.8;1.9;1.5;-;0.3;1.3;0.1;-;3;3;1.5;0.9;0.1;1.1;-;0.8;0.6;3;0.9;51.8;83.1;1.1;4;0.3
Freiburg;Vegar Hedenstad;D;L;D(L);22;bis 26;178;74;23.35563691;normal;9(7);6.53;1.5;1;1.3;0.4;1.1;0.9;0.1;-;-;1;0.6;0.4;1.2;0.4;0.1;0.5;0.9;1;0.4;19.1;80.7;0.2;0.4;-
Freiburg;Vegar Hedenstad;D;R;D(R);22;bis 26;178;74;23.35563691;normal;9(7);6.53;1.5;1;1.3;0.4;1.1;0.9;0.1;-;-;1;0.6;0.4;1.2;0.4;0.1;0.5;0.9;1;0.4;19.1;80.7;0.2;0.4;-
Leverkusen;Hajime Hosogai;D;L;D(L);27;bis 30;177;69;22.02432251;normal;9(8);6.44;1.6;1.3;0.9;0.4;0.7;1.2;0.2;-;-;-;0.2;0.1;0.3;0.8;-;0.5;0.3;-;0.1;18.2;77;0.2;1.2;0.1
Leverkusen;Hajime Hosogai;DM;C;DM(C);27;bis 30;177;69;22.02432251;normal;9(8);6.44;1.6;1.3;0.9;0.4;0.7;1.2;0.2;-;-;-;0.2;0.1;0.3;0.8;-;0.5;0.3;-;0.1;18.2;77;0.2;1.2;0.1
Mainz;Jan Kirchhoff;D;C;D(C);22;bis 26;195;82;21.56476003;normal;9(9);6.93;2.4;2.3;1.6;0.3;4.7;0.8;0.6;-;-;1;0.6;0.4;0.4;0.6;0.2;0.4;0.2;1;0.4;41.3;82;-;3.6;0.1
Mainz;Jan Kirchhoff;DM;C;DM(C);22;bis 26;195;82;21.56476003;normal;9(9);6.93;2.4;2.3;1.6;0.3;4.7;0.8;0.6;-;-;1;0.6;0.4;0.4;0.6;0.2;0.4;0.2;1;0.4;41.3;82;-;3.6;0.1
